DO NOT USE	Batch User	Batch Name	Seq ID	*Model Name	*Model ID	*Model Version	Element Long  Name	*Element Physical Name	Element Description	Element Type	Characteristic Long Name	*Characteristic Physical Name	Characteristic Order	Characteristic Description	Characteristic Type	Characteristic Min Length	Characteristic Max Length	Characteristic Data Type	Characteristic UOM	Characteristic Mandatory?	Characteristic PK?	Characteristic Default	CDE ID	CDE Version	Element Mapping Group	Characteristic FK?	FK Element Name	FK Element Characteristic Name	Comments
	pihl	HTAN Batch 1	11	HTAN  Data Model		1.0.0	Acute Lymphoblastic Leukemia Tier 3	Acute Lymphoblastic Leukemia Tier 3		Node	CNS Leukemia Status	CNS Leukemia Status		The status of central nervous system leukemia at the time of diagnosis 	Property					Yes					Acute Lymphoblastic Leukemia Tier 3				
	pihl	HTAN Batch 1	12	HTAN  Data Model		1.0.0	Assay	Assay		Node	Device	Device		A thing made or adapted for a particular purpose especially a piece of mechanical or electronic equipment	Property					Yes					Assay				
	pihl	HTAN Batch 1	13	HTAN  Data Model		1.0.0	Assay	Assay		Node	Sequencing	Sequencing		Module for next generation sequencing assays	Property					Yes					Assay				
	pihl	HTAN Batch 1	14	HTAN  Data Model		1.0.0	Assay	Assay		Node	Other Assay	Other Assay		Metadata applying to any assay without standard descriptors Can be used as a placeholder for minimal amount of metadata until the assay descriptors are standardized	Property					Yes					Assay				
	pihl	HTAN Batch 1	15	HTAN  Data Model		1.0.0	Assay	Assay		Node	Assay Type	Assay Type		The type and level of assay this metadata applies to e g RPPA NanoString DSP etc 	Property					Yes					Assay				
	pihl	HTAN Batch 1	16	HTAN  Data Model		1.0.0	Assay	Assay		Node	Imaging Level 1	Imaging Level 1		Raw imaging data	Property					Yes					Assay				
	pihl	HTAN Batch 1	17	HTAN  Data Model		1.0.0	Assay	Assay		Node	Imaging Level 2	Imaging Level 2		Raw and pre processed image data	Property					Yes					Assay				
	pihl	HTAN Batch 1	18	HTAN  Data Model		1.0.0	Assay	Assay		Node	MERFISH Positions File	MERFISH Positions File		The positions file is an auxiliary MERFISH file that describes the location of bead positions in the assay 	Property					Yes					Assay				
	pihl	HTAN Batch 1	19	HTAN  Data Model		1.0.0	Assay	Assay		Node	MERFISH Codebook File	MERFISH Codebook File		The codebook is an auxiliary MERFISH file that describes how each grouping of bits is converted to a gene name 	Property					Yes					Assay				
	pihl	HTAN Batch 1	20	HTAN  Data Model		1.0.0	Assay	Assay		Node	Imaging Level 3 Segmentation	Imaging Level 3 Segmentation		Object segmentations	Property					Yes					Assay				
	pihl	HTAN Batch 1	21	HTAN  Data Model		1.0.0	Assay	Assay		Node	Imaging Level 3 Image	Imaging Level 3 Image		Quality controlled imaging data	Property					Yes					Assay				
	pihl	HTAN Batch 1	22	HTAN  Data Model		1.0.0	Assay	Assay		Node	NanoString GeoMx DSP ROI RCC Segment Annotation Metadata	NanoString GeoMx DSP ROI RCC Segment Annotation Metadata		GeoMx ROI and Segment Metadata Attributes The assayed biospecimen should be reported one per row with the associated ROI coordinates 	Property					Yes					Assay				
	pihl	HTAN Batch 1	23	HTAN  Data Model		1.0.0	Assay	Assay		Node	NanoString GeoMx DSP ROI DCC Segment Annotation Metadata	NanoString GeoMx DSP ROI DCC Segment Annotation Metadata		GeoMx ROI and Segment Metadata Attributes The assayed biospecimen should be reported one per row with the associated ROI coordinates 	Property					Yes					Assay				
	pihl	HTAN Batch 1	24	HTAN  Data Model		1.0.0	Assay	Assay		Node	Imaging Level 4	Imaging Level 4		Derived imaging data Object by feature array	Property					Yes					Assay				
	pihl	HTAN Batch 1	25	HTAN  Data Model		1.0.0	Assay	Assay		Node	SRRS Imaging Level 2	SRRS Imaging Level 2		SRRS specific HTAN raw and pre processed image data	Property					Yes					Assay				
	pihl	HTAN Batch 1	26	HTAN  Data Model		1.0.0	Assay	Assay		Node	RPPA Level 2	RPPA Level 2		Array based protemics Each dilution curve of spot intensities is fitted using the monotone increasing B spline model in the SuperCurve R package This fits a single curve using all the samples on a slide with the signal intensity as the response variable and the dilution steps as independent variables The fitted curve is plotted with the signal intensities on the y axis and the log2 concentration of proteins on the x axis for diagnostic purposes 	Property					Yes					Assay				
	pihl	HTAN Batch 1	27	HTAN  Data Model		1.0.0	Assay	Assay		Node	RPPA Level 3	RPPA Level 3		Level 3 Reverse Phase Protein Array RPPA data contains intra batch normalized intensities 	Property					Yes					Assay				
	pihl	HTAN Batch 1	28	HTAN  Data Model		1.0.0	Assay	Assay		Node	RPPA Level 4	RPPA Level 4		Level 4 Reverse Phase Protein Array RPPA data contains intra batch corrected intensities 	Property					Yes					Assay				
	pihl	HTAN Batch 1	29	HTAN  Data Model		1.0.0	Assay	Assay		Node	Mass Spectrometry Level 1	Mass Spectrometry Level 1		Mass Spectrometry derived data that includes proteomics metabolomics and lipidomics level 1	Property					Yes					Assay				
	pihl	HTAN Batch 1	30	HTAN  Data Model		1.0.0	Assay	Assay		Node	Mass Spectrometry Level 2	Mass Spectrometry Level 2		Mass Spectrometry derived data that includes proteomics metabolomics and lipidomics level 2	Property					Yes					Assay				
	pihl	HTAN Batch 1	31	HTAN  Data Model		1.0.0	Assay	Assay		Node	Mass Spectrometry Level 3	Mass Spectrometry Level 3		Mass Spectrometry derived data that includes proteomics metabolomics and lipidomics level 3	Property					Yes					Assay				
	pihl	HTAN Batch 1	32	HTAN  Data Model		1.0.0	Assay	Assay		Node	Mass Spectrometry Level 4	Mass Spectrometry Level 4		Mass Spectrometry derived data that includes proteomics metabolomics and lipidomics level 4	Property					Yes					Assay				
	pihl	HTAN Batch 1	33	HTAN  Data Model		1.0.0	Assay	Assay		Node	Mass Spectrometry Auxiliary File	Mass Spectrometry Auxiliary File		Auxiliary software parameter file used in mass spectrometry data processing recorded as synapse ID syn12345 	Property					Yes					Assay				
	pihl	HTAN Batch 1	34	HTAN  Data Model		1.0.0	Assay	Assay		Node	Imaging Level 3 Channels	Imaging Level 3 Channels		Channel level Metadata Attributes	Property					Yes					Assay				
	pihl	HTAN Batch 1	35	HTAN  Data Model		1.0.0	Assay	Assay		Node	Electron Microscopy Level 1	Electron Microscopy Level 1		Raw electron microscopy data as one TIFF file per plane for a 3D image stack or per tile for a 2D large area montage	Property					Yes					Assay				
	pihl	HTAN Batch 1	36	HTAN  Data Model		1.0.0	Assay	Assay		Node	Electron Microscopy Level 2	Electron Microscopy Level 2		Processed electron microscopy data as one OME TIFF image per plane or montage	Property					Yes					Assay				
	pihl	HTAN Batch 1	37	HTAN  Data Model		1.0.0	Assay	Assay		Node	Electron Microscopy Level 3	Electron Microscopy Level 3		Segmented electron microscopy data as am or tiff formats	Property					Yes					Assay				
	pihl	HTAN Batch 1	38	HTAN  Data Model		1.0.0	Assay	Assay		Node	Electron Microscopy Level 4	Electron Microscopy Level 4		Movies or other derived files from electron microscopy data	Property					Yes					Assay				
	pihl	HTAN Batch 1	39	HTAN  Data Model		1.0.0	Biosample	Biosample		Node	Biospecimen	Biospecimen		HTAN biological entity this can be tissue blood analyte and subsamples of those	Property					Yes					Biosample				
	pihl	HTAN Batch 1	40	HTAN  Data Model		1.0.0	Biosample	Biosample		Node	SRRS Biospecimen	SRRS Biospecimen		SRRS specific HTAN biological entity this can be tissue blood analyte and subsamples of those however it can be described via fewer attributes than a standard HTAN specimen	Property					Yes					Biosample				
	pihl	HTAN Batch 1	41	HTAN  Data Model		1.0.0	Biosample	Biosample		Node	Source HTAN Biospecimen ID	Source HTAN Biospecimen ID		This is the HTAN ID that may have been assigned to the biospecimen at the site of biospecimen origin e g BU 	Property					Yes					Biosample				
	pihl	HTAN Batch 1	42	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	HTAN Biospecimen ID	HTAN Biospecimen ID		HTAN ID associated with a biosample based on HTAN ID SOP eg HTANx_yyy_zzz 	Property			regex match HTA 1 9 1 0 6 _ EXT 0 9 d 0000 _ 0 9 d 0000 warning		Yes					Biospecimen				
	pihl	HTAN Batch 1	43	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	HTAN Parent ID	HTAN Parent ID		HTAN ID of parent from which the biospecimen was obtained Parent could be another biospecimen or a research participant 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	44	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	HTAN Parent Biospecimen ID	HTAN Parent Biospecimen ID		HTAN Biospecimen Identifier eg HTANx_yyy_zzz indicating the biospecimen s from which these files were derived multiple parent biospecimen should be comma separated	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	45	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Biospecimen Type	Biospecimen Type		Biospecimen Type	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	46	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Analyte Biospecimen Type	Analyte Biospecimen Type		A molecular derivative I e RNA DNA Protein Lysate obtained from a specimen	Property					Yes			2513915	2 0					
	pihl	HTAN Batch 1	47	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Tissue Biospecimen Type	Tissue Biospecimen Type		Tissue biospecimen	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	48	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Bone Marrow Biospecimen Type	Bone Marrow Biospecimen Type		Bone Marrow biospecimen	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	49	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Urine Biospecimen Type	Urine Biospecimen Type		Urine biospecimen	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	50	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Blood Biospecimen Type	Blood Biospecimen Type		Blood biospecimen	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	51	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Timepoint Label	Timepoint Label		Label to identify the time point at which the clinical data or biospecimen was obtained e g Baseline End of Treatment Overall survival Final NO PHI PII INFORMATION IS ALLOWED 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	52	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Collection Days from Index	Collection Days from Index		Number of days from the research participant s index date that the biospecimen was obtained If not applicable please enter Not Applicable 	Property			regex match d Not sApplicable unknown 		Yes					Biospecimen				
	pihl	HTAN Batch 1	53	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Adjacent Biospecimen IDs	Adjacent Biospecimen IDs		List of HTAN Identifiers separated by commas of adjacent biospecimens cut from the same sample for example HTA3_3000_3 HTA3_3000_4 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	54	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Mounting Medium	Mounting Medium		The solution in which the specimen is embedded generally under a cover glass It may be liquid gum or resinous soluble in water alcohol or other solvents and be sealed from the external atmosphere by non soluble ringing media	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	55	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Analyte Type	Analyte Type		The kind of molecular specimen analyte a molecular derivative I e RNA DNA Protein Lysate obtained from a specimen	Property					Yes			2513915	2 0					
	pihl	HTAN Batch 1	56	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Acquisition Method Type	Acquisition Method Type		Records the method of acquisition or source for the specimen under consideration 	Property					Yes			6626651	1 0					
	pihl	HTAN Batch 1	57	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Other Acquisition Method	Other Acquisition Method		A custom acquisition method	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	58	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Acquisition Method Other Specify	Acquisition Method Other Specify		A custom acquisition method Text max length 100 characters 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	59	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Preservation Method	Preservation Method		Text term that represents the method used to preserve the sample 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	60	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Fixative Type	Fixative Type		Text term to identify the type of fixative used to preserve a tissue specimen	Property					Yes			65078	3 0					
	pihl	HTAN Batch 1	61	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Fixation Duration	Fixation Duration		The length of time from beginning to end required to process or preserve biospecimens in fixative measured in minutes 	Property					Yes			5230144	1 0					
	pihl	HTAN Batch 1	62	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Ischemic Time	Ischemic Time		Duration of time in seconds between when the specimen stopped receiving oxygen and when it was preserved or processed Integer value 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	63	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Ischemic Temperature	Ischemic Temperature		Specify whether specimen experienced warm or cold ischemia 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	64	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Collection Media	Collection Media		Material Specimen is collected into post procedure	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	65	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Specimen Laterality	Specimen Laterality		For tumors in paired organs designates the side on which the specimen was obtained 	Property					Yes			2007875	1 0					
	pihl	HTAN Batch 1	66	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Portion Weight	Portion Weight		Numeric value that represents the sample portion weight measured in milligrams 	Property					Yes			5432593	1 0					
	pihl	HTAN Batch 1	67	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Total Volume	Total Volume		Numeric value for the total amount of sample or specimen	Property					Yes			3005019	1 0					
	pihl	HTAN Batch 1	68	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Total Volume Unit	Total Volume Unit		Unit of measurement used for the total amount of sample or specimen	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	69	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Tumor Tissue Type	Tumor Tissue Type		Text that describes the kind of disease present in the tumor specimen as related to a specific timepoint add rows to select multiple values along with timepoints 	Property					Yes			3288124	1 0					
	pihl	HTAN Batch 1	70	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Histologic Morphology Code	Histologic Morphology Code		Histologic Morphology Code based on ICD O 3 Any valid ICD O 3 morphology code See https seer cancer gov icd o 3 and https seer cancer gov icd o 3 sitetype icdo3 20200629 xlsx Examples 80510	Property					Yes			3226275	1 0					
	pihl	HTAN Batch 1	71	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Preinvasive Morphology	Preinvasive Morphology		Histologic Morphology not included in ICD O 3 morphology codes for preinvasive lesions included in the HTAN	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	72	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Slide Charge Type	Slide Charge Type		A description of the charge on the glass slide 	Property					Yes			5227611	1 0					
	pihl	HTAN Batch 1	73	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Section Thickness Value	Section Thickness Value		Numeric value to describe the thickness of a slice to tissue taken from a biospecimen measured in microns um 	Property					Yes			3024951	1 0					
	pihl	HTAN Batch 1	74	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Sectioning Days from Index	Sectioning Days from Index		Number of days from the research participant s index date that the biospecimen was sectioned after collection If not applicable please enter Not Applicable 	Property			regex match d Not sApplicable unknown 		Yes					Biospecimen				
	pihl	HTAN Batch 1	75	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Storage Method	Storage Method		The method by which a biomaterial was stored after preservation or before another protocol was used 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	76	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Processing Days from Index	Processing Days from Index		Number of days from the research participant s index date that the biospecimen was processed If not applicable please enter Not Applicable 	Property			regex match d Not sApplicable unknown 		Yes					Biospecimen				
	pihl	HTAN Batch 1	77	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Shipping Condition Type	Shipping Condition Type		Text descriptor of the shipping environment of a biospecimen 	Property					Yes			5495533	1 0					
	pihl	HTAN Batch 1	78	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Site Data Source	Site Data Source		Text to identify the data source for the specimen sample from within the HTAN center if applicable Any identifier used within the center to identify data sources No PHI PII is allowed 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	79	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Processing Location	Processing Location		Site with an HTAN center where specimen processing occurs if applicable Any identifier used within the center to identify processing location No PHI PII is allowed 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	80	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Histology Assessment By	Histology Assessment By		Text term describing who in what role made the histological assessments of the sample	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	81	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Histology Assessment Medium	Histology Assessment Medium		The method of assessment used to characterize histology	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	82	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Tumor Infiltrating Lymphocytes	Tumor Infiltrating Lymphocytes		Measure of Tumor Infiltrating Lymphocytes Number 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	83	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Degree of Dysplasia	Degree of Dysplasia		Information related to the presence of cells that look abnormal under a microscope but are not cancer Records the degree of dysplasia for the cyst or lesion under consideration 	Property					Yes			5543188	1 0					
	pihl	HTAN Batch 1	84	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Dysplasia Fraction	Dysplasia Fraction		Resulting value to represent the number of pieces of dysplasia divided by the total number of pieces Text max length 5 	Property					Yes			2390593	1 0					
	pihl	HTAN Batch 1	85	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Number Proliferating Cells	Number Proliferating Cells		Numeric value that represents the count of proliferating cells determined during pathologic review of the sample slide s 	Property					Yes			5432636	1 0					
	pihl	HTAN Batch 1	86	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Eosinophil Infiltration	Percent Eosinophil Infiltration		Numeric value to represent the percentage of infiltration by eosinophils in a tumor sample or specimen 	Property					Yes			2897700	2 0					
	pihl	HTAN Batch 1	87	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Granulocyte Infiltration	Percent Granulocyte Infiltration		Numeric value to represent the percentage of infiltration by granulocytes in a tumor sample or specimen 	Property					Yes			2897705	2 0					
	pihl	HTAN Batch 1	88	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Inflam Infiltration	Percent Inflam Infiltration		Numeric value to represent local response to cellular injury marked by capillary dilatation edema and leukocyte infiltration clinically inflammation is manifest by redness heat pain swelling and loss of function with the need to heal damaged tissue 	Property					Yes			2897695	1 0					
	pihl	HTAN Batch 1	89	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Lymphocyte Infiltration	Percent Lymphocyte Infiltration		Numeric value to represent the percentage of infiltration by lymphocytes in a solid tissue normal sample or specimen 	Property					Yes			2897710	2 0					
	pihl	HTAN Batch 1	90	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Monocyte Infiltration	Percent Monocyte Infiltration		Numeric value to represent the percentage of monocyte infiltration in a sample or specimen 	Property					Yes			5455535	1 0					
	pihl	HTAN Batch 1	91	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Necrosis	Percent Necrosis		Numeric value to represent the percentage of cell death in a malignant tumor sample or specimen 	Property					Yes			2841237	1 0					
	pihl	HTAN Batch 1	92	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Neutrophil Infiltration	Percent Neutrophil Infiltration		Numeric value to represent the percentage of infiltration by neutrophils in a tumor sample or specimen 	Property					Yes			2841233	1 0					
	pihl	HTAN Batch 1	93	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Normal Cells	Percent Normal Cells		Numeric value to represent the percentage of normal cell content in a malignant tumor sample or specimen 	Property					Yes			2841233	1 0					
	pihl	HTAN Batch 1	94	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Stromal Cells	Percent Stromal Cells		Numeric value to represent the percentage of reactive cells that are present in a malignant tumor sample or specimen but are not malignant such as fibroblasts vascular structures etc 	Property					Yes			2841241	1 0					
	pihl	HTAN Batch 1	95	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Tumor Cells	Percent Tumor Cells		Numeric value that represents the percentage of infiltration by tumor cells in a sample 	Property					Yes			5432686	1 0					
	pihl	HTAN Batch 1	96	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Percent Tumor Nuclei	Percent Tumor Nuclei		Numeric value to represent the percentage of tumor nuclei in a malignant neoplasm sample or specimen 	Property					Yes			2841225	1 0					
	pihl	HTAN Batch 1	97	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Fiducial Marker	Fiducial Marker		Imaging specific fiducial markers for the alignment of images taken across multiple rounds of imaging 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	98	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Slicing Method	Slicing Method		Imaging specific the method by which the tissue was sliced 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	99	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Lysis Buffer	Lysis Buffer		scRNA seq specific Type of lysis buffer used	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	100	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Method of Nucleic Acid Isolation	Method of Nucleic Acid Isolation		Bulk RNA DNA seq specific method used for nucleic acid isolation E g Qiagen Allprep Qiagen miRNAeasy Text max length 100 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	101	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Biospecimen Dimension 1	Biospecimen Dimension 1		First dimension of tissue fragment number up to one decimal place measured in units as defined by the dimensions_unit CDE	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	102	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Biospecimen Dimension 2	Biospecimen Dimension 2		Second dimension of tissue fragment number up to one decimal place measured in units as defined by the dimensions_unit CDE	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	103	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Biospecimen Dimension 3	Biospecimen Dimension 3		Third dimension of tissue fragment number up to one decimal place measured in units as defined by the dimensions_unit CDE	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	104	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Dimensions Unit	Dimensions Unit		Unit of measurement used for dimension CDEs in metric system i e cm mm etc 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	105	HTAN  Data Model		1.0.0	Biospecimen	Biospecimen		Node	Section Number in Sequence	Section Number in Sequence		Numeric value integer including ranges provided to a sample in a series of sections list all adjacent sections in the Adjacent Biospecimen IDs field 	Property					Yes					Biospecimen				
	pihl	HTAN Batch 1	106	HTAN  Data Model		1.0.0	Breast Cancer Tier 3	Breast Cancer Tier 3		Node	Breast Carcinoma Detection Method Type	Breast Carcinoma Detection Method Type		The means manner of procedure or systematic course of actions performed in order to discover or identify breast cancer 	Property					Yes					Breast Cancer Tier 3				
	pihl	HTAN Batch 1	107	HTAN  Data Model		1.0.0	Breast Cancer Tier 3	Breast Cancer Tier 3		Node	Breast Carcinoma Histology Category	Breast Carcinoma Histology Category		Classification of the type of invasive breast carcinoma diagnosed based on histologic attributes 	Property					Yes					Breast Cancer Tier 3				
	pihl	HTAN Batch 1	108	HTAN  Data Model		1.0.0	Breast Cancer Tier 3	Breast Cancer Tier 3		Node	Invasive Lobular Breast Carcinoma Histologic Category	Invasive Lobular Breast Carcinoma Histologic Category		The histologic subtype for an infiltrating lobular carcinoma of the breast 	Property					Yes					Breast Cancer Tier 3				
	pihl	HTAN Batch 1	109	HTAN  Data Model		1.0.0	Breast Cancer Tier 3	Breast Cancer Tier 3		Node	Invasive Ductal Breast Carcinoma Histologic Category	Invasive Ductal Breast Carcinoma Histologic Category		The histologic subtype for the most common type of invasive breast carcinoma 	Property					Yes					Breast Cancer Tier 3				
	pihl	HTAN Batch 1	110	HTAN  Data Model		1.0.0	Breast Cancer Tier 3	Breast Cancer Tier 3		Node	Breast Biopsy Procedure Finding Type	Breast Biopsy Procedure Finding Type		Text term to describe the result of the examination of the breast tissue specimen or fluid as related to the presence and nature of disease 	Property					Yes					Breast Cancer Tier 3				
