	DO NOT USE	Batch User	Batch Name	Seq ID	Model Name	Model Description	Model ID (Update Only)	Model Version	Context	Primary Modeling Language	Model Type	Element Name	Element Physical Name	Element Description	Element Type	Characteristic Name	Characteristic Physical Name	Characteristics Order	Characteristic Description	Characteristic Type	Characteristic Min Length	Characteristic Max Length	Characteristic Data Type	Characteristic Mandatory	Characteristics PK?	Characteristic Default	CDE ID	CDE Version	Element Mapping Group (Optional if no CDE is associated)	Comments	Characteristic FK?	FK Element Name	FK Element Name
10	"	"	pihl	CRDC Batch 1	25	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	category	category	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	"	"	"	"	file	"	"	"	"	"	"	"	"
11	"	"	pihl	CRDC Batch 1	26	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	checksum_type	checksum_type	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	11475057	1.0	"	"	"	"	"	"	"	"	"	"
12	"	"	pihl	CRDC Batch 1	29	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	checksum_value	checksum_value	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11480133	1.0	"	"	"	"	"	"	"	"	"	"
13	"	"	pihl	CRDC Batch 1	32	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	compression_status	compression_status	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	11387114	1.0	"	"	"	"	"	"	"	"	"	"
14	"	"	pihl	CRDC Batch 1	35	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	crdc_file_id	crdc_file_id	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	file	"	"	"	"	"	"	"	"
15	"	"	pihl	CRDC Batch 1	36	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	description	description	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11280338	1.0	"	"	"	"	"	"	"	"	"	"
16	"	"	pihl	CRDC Batch 1	39	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	drs_uri	drs_uri	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	file	"	"	"	"	"	"	"	"
17	"	"	pihl	CRDC Batch 1	40	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	format	format	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	11416926	1.0	"	"	"	"	"	"	"	"	"	"
18	"	"	pihl	CRDC Batch 1	43	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	name	name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11284037	1.0	"	"	"	"	"	"	"	"	"	"
19	"	"	pihl	CRDC Batch 1	46	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	size	size	"	"	"	"	"	"	"	"	"	"	int	"	"	"	"	"	"	11479876	1.0	"	"	"	"	"	"	"	"	"	"
20	"	"	pihl	CRDC Batch 1	49	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file	file	 A set of related records either written or electronic kept together C42883 	Attribute	type	type	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	"	"	"	"	file	"	"	"	"	"	"	"	"
21	"	"	pihl	CRDC Batch 1	54	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file_identifier	file_identifier	 	Attribute	component_field_name	component_field_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	file_identifier	"	"	"	"	"	"	"	"
22	"	"	pihl	CRDC Batch 1	55	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file_identifier	file_identifier	 	Attribute	component_id_value	component_id_value	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	file_identifier	"	"	"	"	"	"	"	"
23	"	"	pihl	CRDC Batch 1	56	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	file_identifier	file_identifier	 	Attribute	component_name	component_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	file_identifier	"	"	"	"	"	"	"	"
24	"	"	pihl	CRDC Batch 1	62	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	person	person	 	Attribute	first_name	first_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	2179589	2	"	"	"	"	"	"	"	"	"	"
25	"	"	pihl	CRDC Batch 1	65	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	person	person	 	Attribute	last_name	last_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	2179591	2	"	"	"	"	"	"	"	"	"	"
26	"	"	pihl	CRDC Batch 1	68	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	person	person	 	Attribute	middle_name	middle_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	2179590	2	"	"	"	"	"	"	"	"	"	"
27	"	"	pihl	CRDC Batch 1	71	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	person	person	 	Attribute	orcid	orcid	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	10624734	2	"	"	"	"	"	"	"	"	"	"
28	"	"	pihl	CRDC Batch 1	74	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	person	person	 	Attribute	role_type	role_type	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	2201713	2	"	"	"	"	"	"	"	"	"	"
29	"	"	pihl	CRDC Batch 1	78	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	prgprjstudy_identifier	prgprjstudy_identifier	 	Attribute	component_field_name	component_field_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	prgprjstudy_identifier	"	"	"	"	"	"	"	"
30	"	"	pihl	CRDC Batch 1	79	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	prgprjstudy_identifier	prgprjstudy_identifier	 	Attribute	component_id_value	component_id_value	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	prgprjstudy_identifier	"	"	"	"	"	"	"	"
31	"	"	pihl	CRDC Batch 1	80	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	prgprjstudy_identifier	prgprjstudy_identifier	 	Attribute	component_name	component_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	prgprjstudy_identifier	"	"	"	"	"	"	"	"
32	"	"	pihl	CRDC Batch 1	83	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	program	program	A broad framework of goals to be achieved C52647 	Attribute	crdc_program_id	crdc_program_id	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	program	"	"	"	"	"	"	"	"
33	"	"	pihl	CRDC Batch 1	84	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	program	program	A broad framework of goals to be achieved C52647 	Attribute	name	name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11444542	1.0	"	"	"	"	"	"	"	"	"	"
34	"	"	pihl	CRDC Batch 1	87	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	program	program	A broad framework of goals to be achieved C52647 	Attribute	short_name	short_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11459801	1.0	"	"	"	"	"	"	"	"	"	"
35	"	"	pihl	CRDC Batch 1	94	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	project	project	 	Attribute	crdc_project_id	crdc_project_id	"	"	"	"	"	"	"	"	"	"	stirng	"	"	"	"	"	"	"	"	"	"	project	"	"	"	"	"	"	"	"
36	"	"	pihl	CRDC Batch 1	95	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	project	project	 	Attribute	name	name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11459804	1.0	"	"	"	"	"	"	"	"	"	"
37	"	"	pihl	CRDC Batch 1	98	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	project	project	 	Attribute	short_name	short_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11459806	1.0	"	"	"	"	"	"	"	"	"	"
38	"	"	pihl	CRDC Batch 1	107	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	specimen	specimen	A part of a thing or of several things taken to demonstrate or to determine the character of the whole e g a substance or portion of material obtained for use in testing examination or study particularly a preparation of tissue or bodily fluid taken for examination or diagnosis C19157 	Attribute	crdc_specimen_id	crdc_specimen_id	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	specimen	"	"	"	"	"	"	"	"
39	"	"	pihl	CRDC Batch 1	108	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	specimen	specimen	A part of a thing or of several things taken to demonstrate or to determine the character of the whole e g a substance or portion of material obtained for use in testing examination or study particularly a preparation of tissue or bodily fluid taken for examination or diagnosis C19157 	Attribute	tissue_disease_status	tissue_disease_status	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	"	"	"	"	specimen	"	"	"	"	"	"	"	"
40	"	"	pihl	CRDC Batch 1	109	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	specimen	specimen	A part of a thing or of several things taken to demonstrate or to determine the character of the whole e g a substance or portion of material obtained for use in testing examination or study particularly a preparation of tissue or bodily fluid taken for examination or diagnosis C19157 	Attribute	uberon_specimen_anatomic_site	uberon_specimen_anatomic_site	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	12083894	1.0	"	"	"	"	"	"	"	"	"	"
41	"	"	pihl	CRDC Batch 1	111	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	specimen	specimen	A part of a thing or of several things taken to demonstrate or to determine the character of the whole e g a substance or portion of material obtained for use in testing examination or study particularly a preparation of tissue or bodily fluid taken for examination or diagnosis C19157 	Attribute	uberon_specimen_anatomic_site	uberon_specimen_anatomic_site	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"
42	"	"	pihl	CRDC Batch 1	119	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	specimen_identifier	specimen_identifier	 	Attribute	component_field_name	component_field_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	specimen_identifier	"	"	"	"	"	"	"	"
43	"	"	pihl	CRDC Batch 1	120	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	specimen_identifier	specimen_identifier	 	Attribute	component_id_value	component_id_value	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	specimen_identifier	"	"	"	"	"	"	"	"
44	"	"	pihl	CRDC Batch 1	121	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	specimen_identifier	specimen_identifier	 	Attribute	component_name	component_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	specimen_identifier	"	"	"	"	"	"	"	"
45	"	"	pihl	CRDC Batch 1	124	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	study	study	 	Attribute	crdc_study_id	crdc_study_id	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	study	"	"	"	"	"	"	"	"
46	"	"	pihl	CRDC Batch 1	125	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	study	study	 	Attribute	dbGap_study_accession	dbGap_study_accession	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11524544	1.0	"	"	"	"	"	"	"	"	"	"
47	"	"	pihl	CRDC Batch 1	128	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	study	study	 	Attribute	name	name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11459810	1.0	"	"	"	"	"	"	"	"	"	"
48	"	"	pihl	CRDC Batch 1	131	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	study	study	 	Attribute	short_name	short_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	11459812	1.0	"	"	"	"	"	"	"	"	"	"
49	"	"	pihl	CRDC Batch 1	139	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject	subject	An entity of interest either biological or otherwise _x000D_ _x000D_ EXAMPLE S _x000D_ A human being who might be of interest because they are on a study_x000D_ A dog who might have experienced an adverse event_x000D_ Cell line 	Attribute	cause_of_death	cause_of_death	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	4783274	1.0	"	"	"	"	"	"	"	"	"	"
50	"	"	pihl	CRDC Batch 1	142	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject	subject	An entity of interest either biological or otherwise _x000D_ _x000D_ EXAMPLE S _x000D_ A human being who might be of interest because they are on a study_x000D_ A dog who might have experienced an adverse event_x000D_ Cell line 	Attribute	crdc_subject_id	crdc_subject_id	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	subject	"	"	"	"	"	"	"	"
51	"	"	pihl	CRDC Batch 1	143	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject	subject	An entity of interest either biological or otherwise _x000D_ _x000D_ EXAMPLE S _x000D_ A human being who might be of interest because they are on a study_x000D_ A dog who might have experienced an adverse event_x000D_ Cell line 	Attribute	ethnicity	ethnicity	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	2192217	2.0	"	"	"	"	"	"	"	"	"	"
52	"	"	pihl	CRDC Batch 1	146	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject	subject	An entity of interest either biological or otherwise _x000D_ _x000D_ EXAMPLE S _x000D_ A human being who might be of interest because they are on a study_x000D_ A dog who might have experienced an adverse event_x000D_ Cell line 	Attribute	race	race	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	2192199	1.0	"	"	"	"	"	"	"	"	"	"
53	"	"	pihl	CRDC Batch 1	149	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject	subject	An entity of interest either biological or otherwise _x000D_ _x000D_ EXAMPLE S _x000D_ A human being who might be of interest because they are on a study_x000D_ A dog who might have experienced an adverse event_x000D_ Cell line 	Attribute	taxon	taxon	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	10543100	2.0	"	"	"	"	"	"	"	"	"	"
54	"	"	pihl	CRDC Batch 1	152	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject	subject	An entity of interest either biological or otherwise _x000D_ _x000D_ EXAMPLE S _x000D_ A human being who might be of interest because they are on a study_x000D_ A dog who might have experienced an adverse event_x000D_ Cell line 	Attribute	year_of_birth	year_of_birth	"	"	"	"	"	"	"	"	"	"	date	"	"	"	"	"	"	"	"	"	"	subject	"	"	"	"	"	"	"	"
55	"	"	pihl	CRDC Batch 1	158	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject_identifier	subject_identifier	 	Attribute	component_field_name	component_field_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	subject_identifier	"	"	"	"	"	"	"	"
56	"	"	pihl	CRDC Batch 1	159	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject_identifier	subject_identifier	 	Attribute	component_id_value	component_id_value	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	subject_identifier	"	"	"	"	"	"	"	"
57	"	"	pihl	CRDC Batch 1	160	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	subject_identifier	subject_identifier	 	Attribute	component_name	component_name	"	"	"	"	"	"	"	"	"	"	string	"	"	"	"	"	"	"	"	"	"	subject_identifier	"	"	"	"	"	"	"	"
58	"	"	pihl	CRDC Batch 1	163	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	treatment	treatment	An action or administration of therapeutic agents to produce an effect that is intended to alter or stop a pathologic process C49236 	Attribute	anatomic_site	anatomic_site	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	14461856	1	"	"	"	"	"	"	"	"	"	"
59	"	"	pihl	CRDC Batch 1	166	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	treatment	treatment	An action or administration of therapeutic agents to produce an effect that is intended to alter or stop a pathologic process C49236 	Attribute	therapy_indicator	therapy_indicator	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	14713318	1	"	"	"	"	"	"	"	"	"	"
60	"	"	pihl	CRDC Batch 1	169	CRDCSearch	CRDCSearch Data model	"	"	1.0	CRDC	YAML	Physical Model	treatment	treatment	An action or administration of therapeutic agents to produce an effect that is intended to alter or stop a pathologic process C49236 	Attribute	type	type	"	"	"	"	"	"	"	"	"	"	code	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"
